an,title,snippet,body
BBCSUP0020240328ek3s000m9,Moscow attack gunmen were on drugs - state media report,"By BBC Monitoring

The Russian state news agency TASS has quoted a source in the law enforcement agencies as saying that the four gunmen thought to have carried out the concert hall attack in a Moscow suburb were under the influence of drugs.","""The four were under the influence of drugs. An examination is under way to establish what kind of drug or psychotropic substance they used,"" the source was quoted saying.

The source also suggested that the suspects may have taken illegal drugs before the day of the attack, TASS said.

Source: TASS news agency, Moscow, in Russian 1017 gmt 28 Mar 24"
BBCSUP0020240327ek3r001b9,Putin said 'ready to further strengthen practical interaction' with Azerbaijan,"Text of report in English by Russian presidential website on 24 March

Telephone conversation with President of Azerbaijan Ilham Aliyev","24 March 2024

During the conversation, President of the Republic of Azerbaijan Ilham Aliyev strongly condemned the terrorist attack at Crocus City Hall, which claimed the lives of over 100 innocent civilians, expressed deep condolences to their families and friends, and wished a speedy recovery to the injured.

Ilham Aliyev stressed that the people of Azerbaijan stand together with the Russian people on this day of national mourning and expressed confidence that the severe punishment of the criminals and those who masterminded that crime was unavoidable.

Vladimir Putin thanked the President of Azerbaijan for his words of support and expressed readiness to further strengthen practical interaction in the spirit of strategic partnership and alliance between Russia and Azerbaijan.

24 March 2024

Source: President of the Russian Federation website in English 1200 gmt 24 Mar 24"
BBCSUP0020240306ek360005l,Ex-cadet sentenced to 12 years in Russia for spying,"By BBC Monitoring

Moscow's Second Western District Military Court has sentenced a former cadet at a Russian command school in 12 years for in a prison for high treason in the form of espionage, news agency TASS reported on 6 March.","The court considered in mitigation that the accused, named as Vladislav Boyarshinov, had made a full admission of guilt and actively repented. Boyarshinov was found guilty of collecting intelligence data during his studies that could be used against national security, TASS said.

The trial was closed to media and public as the case documents were classified as top secret. It was processed under a special procedure, without examination of evidence, as Boyarshinov admitted his guilt, the report added.

Source: TASS news agency, Moscow, in Russian 0104 gmt 6 Mar 24"
BBCSUP0020240306ek360015p,Russian official says Moldova's CFE treaty suspension irrelevant,"By BBC Monitoring

The deputy speaker of Russia's Federation Council Konstantin Kosachev has said Moldova's announcement that it is suspending compliance with the Conventional Forces in Europe Treaty (CFE) is ""irrelevant"", state-owned TASS news agency reported on 6 March.","""The step is completely irrelevant from the point of view of the current security situation,"" he said. ""The basic CFE Treaty lost its meaning at the moment when the Nato countries, unlike Russia and three other CIS states, refused to ratify its adapted version. And from that moment on, preserving the treaty lost all meaning, which was reflected in the Russian Federation's decision to denounce the CFE Treaty in May 2023,"" he said.

The CFE Treaty was signed in 1990 and adapted in 1997. Nato countries did not ratify the adapted version of the document, continuing to adhere to the 1990 provisions that contain conventional weapons rules based on the balance between the alliance and the now disbanded Warsaw Pact.

President Vladimir Putin signed the law on Russia's denunciation of the CFE Treaty on 29 May 2023; it entered into force on 9 June. Moscow has repeatedly stated that the blame for the cessation of the agreement will fall on the United States and its allies, TASS noted.

Source: TASS news agency, Moscow, in Russian 1418 gmt 6 Mar 24"
BBCSUP0020240312ek3c000jh,MP said dropped from state TV shows over 'enemy' of Russia rhetoric,"By BBC Monitoring

Russia's state TV channel Rossiya 1 has stopped inviting war-mongering MP Andrei Gurulyov to its current affairs talk shows, according to a report by investigative website Agentstvo.","Agentstvo said Gurulyov has not appeared on any Rossiya 1 show since 14 December and that he has not appeared since 16 December on Solovyov LIVE (Soloviev LIVE), the online show of Vladimir Solovyov, one of Rossiya 1's leading presenters.

Agentstvo said Gurulyov was dropped from state TV following his ""scandalous"" call to reinstate the death penalty in Russia for its ""internal enemies"", and to ""destroy enemy"" writer Boris Akunin.

Until then, Gurulyov had been a regular guest on Solovyov's Sunday Evening with Vladimir Solovyov and the weekday day-time talk show 60 Minut (60 Minutes).

Since then however Gurulyov has made just one appearance on state TV, according to Agentstvo - he gave ""a brief commentary"" to state news channel Rossiya 24 in January.

According to Telegram channel BRIEF, Gurulyov was given a dressing down for his remarks by the leadership of the State Duma lower house of parliament and his United Russia party.

Agentstvo said Gurulyov had been dropped by Russian state TV before, from late October to the beginning of December 2022, following his criticism of the Defence Ministry.

Source: Agentstvo in Russian 11 Mar 24"
BBCSUP0020240327ek3r000m9,Antidepressant sales in Russia at five-year high - report,"By BBC Monitoring

The number of packages of antidepressants sold in Russian pharmacies is up by 33% year-on-year, reaching a five-year high, according to a report by the business newspaper Vedomosti.","About 3.6m packages were sold in the first 11 weeks of 2024, up from 2.7m in the same period last year, the paper reported on 26 March, quoting data collected by analytics firm DSM Group.

Escitalopram, an SSRI, and trazodone, a serotonin modulator, are the two most commonly sold medications, according to the report.

Source: Vedomosti website, Moscow, in Russian 2139 gmt 26 Mar 24"
BBCSUP0020240322ek3m001b9,Highlights: Russia Vladivostok Media 11-17 Mar 24,"The following are media highlights from state-owned GTRK Vladivostok TV and OTV Prim Maritime Territory Public TV news, the PrimaMedia news agency and the Telegram channels Neshport and DFO.INFO for the period 11-17 March 2024:

Presidential election","The Far Eastern Federal District demonstrated a high average voter turnout and the best regional results in the country amidst a record low number of violations in the presidential election held on 15-17 March, the Telegram channel Neshport said on 17 March. As a result, experts expect an ""extremely high level of support"" for incumbent President Vladimir Putin. ""The election campaigning was held without excessive information and administrative pressure. On the contrary, constant attempts to rock the boat via social networks had the opposite effect,"" pundit Alexander Asafov, a member of the Russian Civic Chamber, said. According to him, the high voter turnout stemmed from the proper arrangement of voting and few instances of election violations and ballot stuffing. The population's trust in the federal authorities has considerably grown over the past five years thanks to both unprecedented support measures and the authorities' care for local residents, the expert said.

Political analyst Mikhail Kuznetsov attributed the high voter turnout to the successes of the socioeconomic development in the district in recent years, whereas pundit Yevgeny Chadayev emphasised Far Easterners' patriotic feelings that came to the fore in decision-making. ""In a situation of the special military operation [the war on Ukraine], external challenges and the sanctions pressure on Russia new political views have formed. People are very patriotically-minded. They cast their votes for our state. I visited eight polling stations today and saw a genuine desire to defend our motherland everywhere,"" the expert said.

""There is nothing unusual in the high voter turnout: this is a cocktail of society's high confidence about the need to save Russia and its being tired with external pressure. In fact, the West provided for these voting results on its own by endlessly showering Russians with sanctions,"" the Telegram channel DFO.INFO claimed. (Telegram messaging app, 17 Mar 24, 0600 gmt 16 Mar 24 and 0920 gmt 16 Mar 24) Political

Several activists of the regional HQ of the opposition politician Boris Nadezhdin, who was denied registration for the presidential race, have been arrested for displaying extremist symbols, the PrimaMedia news agency reported on 14 March. They will spend six days in a remand centre as an administrative punishment. The head of the regional HQ, Igor Krasnov, was found guilty of demonstrating the symbol of the international LGBT movement, which is banned in Russia, in the Telegram messenger. Activist Anastasia Konkova was found guilty of demonstrating the Nazi swastika on Telegram. Activist Daniil Laptev was punished for posting on Telegram the Black Sun symbol, which is believed to be propaganda of national-socialist ideology, which is also seen as a public display of Nazi symbols. (PrimaMedia news agency, 14 Mar 24) Economic

Vladivostok mayor Konstantin Shcherbakov has delivered a report on the city administration's performance in 2023, OTV Prim reported on 14 March. He focused on major projects aimed at developing the city's infrastructure and improving locals' living conditions. Seventeen points of attraction, such as parks, public gardens and embankments, were revamped and 18 new ones built. Road repairs took place at 60 sections and over 80 kilometres of heating supply networks was upgraded. The city's budget exceeded 30bn roubles, while investment in the city economy has increased by 150% over the last three years, Shestakov said, as reported by GTRK Vladivostok TV. Seventy-seven international companies got registered as residents of the offshore area on Russky Island, he said, adding that 30% of container shipments was processed via the Vladivostok ports in 2023. The number of small and medium-sized businesses was dynamically growing. Over 32,000 people got registered as self-employed, which is a record high among the Far Eastern regions. (OTV Prim, Maritime Territory Public TV news, 0602 gmt 14 Mar 24; GTRK Vladivostok TV news, Vladivostok, 0527 gmt and 0058 gmt 14 Mar 24)"
BBCSUP0020240312ek3c000gp,Russia develops naval unmanned air vehicle system - report,"By BBC Monitoring

Russia is about to field a naval variant of one of its ""kamikaze drones"" or unmanned combat air vehicles (UCAV), pro-government newspaper Izvestia's website reported on 10 March.","The unnamed system, which is undergoing final testing, will be deployed on larger warships as well as small cutters, the report said, citing unnamed Defence Ministry sources.

It will be capable of engaging surface and land targets, for example in support of marines landing ashore, said the report, which did not give more specific information about the system.

Source: Izvestia website, Moscow, in Russian 2249 gmt 10 Mar 24"
BBCUKB0020240313ek3d000dx,Ukraine minister says troops should 'feel' shell bump soon,"By BBC Monitoring

Ukrainian Foreign Minister Dmytro Kuleba has said that Ukrainian troops on the frontline will feel an increase in ammunition ""in the near future"" thanks to a Czech initiative, the Interfax-Ukraine news agency quoted him as saying at a news conference with his Moldovan counterpart, Mihai Popsoi, in Kyiv on 13 March.","""This week we will be in contact with our Czech colleagues, and they will present the plan of ammunition supply in detail and explain how it will all work. We are ready for full cooperation,"" Kuleba said.

""According to preliminary signals, which we have received, our boys on the frontline will already feel the increase in ammunition supply in the near future. So, it will not take many months,"" he added.

Kuleba said the Czech initiative was meant to be implemented within a year.

""The first rounds of ammunition will be supplied in the near future. And then new batches will come throughout the year,"" he said.

On 7 March, Czech President Petr Pavel said his country had secured financing for the purchase of 800,000 artillery shells for Ukraine.

Source: Interfax-Ukraine news agency, Kyiv, in Russian 0928 gmt 13 Mar 24"
BBCUKB0020240305ek35001e1,"Ukraine minister, army chief discuss defence ties with Norway","By BBC Monitoring

Ukrainian Defence Minister Rustem Umyerov and Commander-in-Chief Oleksandr Syrskyy have discussed defence cooperation with Norwegian Defence Minister Bjorn Arild Gram.","""We talked about the situation on the frontline and Ukraine's immediate needs, including artillery and air defence. We discussed, in particular, further cooperation in the defence sector,"" Syrskyy posted on Telegram.

Source: Telegram messaging service in Ukrainian 1322 gmt 5 Mar 24"
BBCUKB0020240331ek3v000jh,Zelensky says Ukraine war of 'global significance',"The war Ukraine wages to protect its territory and sovereignty is of global significance, since this is a war for the dignity of people and every nation that seeks its own destiny, President Volodymyr Zelensky has said on the second anniversary of the liberation of Kyiv Region from Russian occupation. The following is the text of Zelensky&#8217;s speech posted on the presidential website in English on 31 March:

Dear Ukrainians! And everyone who stands with Ukraine!","Two years ago, the whole world saw the true meaning of our battle here in Ukraine.&#160;

Everyone for whom it was, unfortunately, just ""another war"" saw it.&#160;

They saw what kind of war it is. That Ukraine is defending not only its state border and sovereignty.

For us, this is a war to defend Ukraine and everything that makes people human.

That is why this war is of global significance. This is a war for the right to exist for our state and, at the same time, for the right to life for every person. It is a war for dignity for our people and for every nation that seeks its own destiny. This is a war so that no one dares to become a beast towards others.

When our warriors drove Russia out of Bucha, Irpin, Borodyanka, the entire Kyiv Region, and then Sumy and Chernihiv regions, everyone could see that these were victories not only of Ukrainian courage and weapons, but also of human morality.&#160;

Ukrainians then began to restore normal life wherever Russia had brought death and torture, looting and sadism.

And our people killed by the occupiers, whose bodies were on the streets of Bucha, were evidence that no one in the world should stay away from this battle. Because it is here, in Ukraine, defending our people, our lives, our state, that humanity is prevailing.

To unleash such acts of aggression against others, Russia first destroyed its own morality and made violence and hatred its ideology. Such systems don't just stop. Force stops them. Unity stops them. Determination and understanding what exactly they want to destroy stops them.

I am proud of everyone who dedicates their lives to ensuring that the life of our entire Ukraine is preserved.

I thank everyone in the world who really helps us.&#160;

And may the whole world never forget the cost of this battle and the evil we are holding back here on our land. Let us now observe a minute of silence in memory of all our people whose lives were taken by the occupiers.

Thank you.

Glory to our strong people, our warriors! Glory to all who defend humanity and life!&#160;

The original is here.

Source: Ukrainian president's website, Kyiv, in English 1357 GMT 31 Mar 24"
BBCUKB0020240324ek3o0008d,Putin wants to blame Moscow attack on Ukraine - Zelensky,"The following is the text in English of President Volodymyr Zelensky's address to the nation published on his official website on 23 March:

Dear Ukrainians,","Today, throughout many cities and communities of our state, municipal services, repair teams, and energy workers have been tirelessly working on the aftermath of the Russian terrorist attack that occurred on Friday. People have been working continuously for the second day.

At this moment, normal power supply has been restored almost everywhere. There were some problems today in our city of Odesa &#8211; there were emergency shutdowns. Everything possible is being done to normalize the situation. Unfortunately, in Kharkiv, it's still very challenging. Today, there was another missile strike from Russia &#8211; these strikes continue daily. And everyone who is working to keep normal life in Kharkiv, in the region, in other border cities and communities, they are all true heroes. I thank every rescuer of our State Emergency Service of Ukraine, all employees of energy companies involved, police officers, local services, volunteers &#8211; everyone who is helping. Thank you for your dedication to protecting people!

I want to specifically acknowledge and thank the experts in Ivano-Frankivsk region, Vinnytsya, Khmelnytskyy, Sumy region, Poltava region, our Dnipropetrovsk region, and Zaporizhzhya. Thank you for your efficient work! Today, I received reports from the regions, from the head of the government, from the Ministry of Internal Affairs, of course, from our military. The state must ensure a systematic response to every Russian strike.

I also want to recognize all the leaders of states, heads of international institutions, and all our partners who have expressed their support for Ukraine these days. It is important to act together every time missiles and drones attempt to destroy our lives. To act to reduce the potential for terror, to block it. This particularly concerns air defense systems, as well as sanctions. All these Iskander, Kinzhal and other Russian missiles have dozens of components imported for terror from other countries. The missiles used in this attack against Ukraine, against our energy system, had at least three hundred types of components from ten countries. Together with the ""Shahed"" drones, there were at least seven and a half thousand components in total. Each of them represents a violation of sanctions regimes against Russia, each one represents someone's attempt to make money from destroying lives. This needs to be stopped.

Another thing. What happened yesterday in Moscow is obvious, both Putin and other scoundrels simply try to blame everything on someone else. They always resort to the same methods. It's been done before. There have been blown-up houses, shootings, and explosions. And they always blame others. They have come to Ukraine, burn our cities &#8211; and try to blame Ukraine. They torture, rape people &#8211; and accuse them. They have brought hundreds of thousands of their terrorists here, to Ukrainian land, they fight against us, and they don't care what's happening inside their own country. Yesterday all this happened, and this absolute miserable Putin, instead of attending to his own citizens of Russia, addressing them, remained silent for a day &#8211; thinking about how to link this with Ukraine. Everything is absolutely predictable. Those hundreds of thousands of Russians who are now killing on Ukrainian land would surely be enough to stop any terrorists. And if the Russians are ready to silently die in ""Crocus Halls"" and not ask any questions to their security and intelligence agencies, then Putin will try to turn such a situation to his personal advantage again.

Terrorists must always lose. I thank everyone who truly defends life! I'm grateful to all our people who are fighting against terror. And around the world, we must defend against those who consider people merely expendable.

Glory to Ukraine!

Source: Ukrainian president's website, Kyiv, in English 2000 GMT 23 Mar 24"
BBCUKB0020240328ek3s00001,Ukraine downs 26 out of 28 Russian attack drones,"By BBC Monitoring

Ukrainian air defences overnight downed 26 out of 28 Russian attack drones over Odesa, Kharkiv, Dnipropetrovsk, and Zaporizhzhya regions, Air Force commander Lt Gen Mykola Oleschuk reported on Telegram.","He added that Russia also launched three Kh-22 cruise missiles, one Kh-31 anti-ship missile, and S-300 anti-aircraft missiles.&#160;

Source: Telegram messaging service in Ukrainian 0526 GMT 28 Mar 24"
BBCUKB0020240306ek36000ul,"Ukraine, Greece start working on security deal - Zelensky","By BBC Monitoring

Ukraine and Greece have begun work on a bilateral security agreement, President Volodymyr Zelensky said during Greek Prime Minister Kyriakos Mitsotakis' visit to Odesa on 6 March.","""We have started preparing a bilateral agreement with Greece on security guarantees, our cooperation in the field of security. I hope that our teams will soon prepare the agreement for signature. It should also set out the level of cooperation and support already achieved for this year, as well as for the next 10 years,"" Zelensky said on Telegram.

He later said that he visited together with Mitsotakis the Holy Transfiguration Cathedral in Odesa which was severely damaged by a Russian strike in July 2023.

""The vast majority of Russian targets are ordinary civilian objects. We must restore each and every one of them. I am grateful to Greece for its willingness to participate in the restoration of our cultural heritage, particularly in Odesa,"" Zelensky said.

Greece volunteered to take part in restoring cultural heritage objects in Odesa a few days after the July 2023 strike.

An explosion rocked Odesa while Zelensky and Mitsotakis were there on 6 March.

Source: Telegram messaging service in Ukrainian 1555 gmt 6 Mar 24"
BBCUKB0020240331ek3v000b5,Ukrainian intel chief says Russia still gives no details on deadly plane crash,"By BBC Monitoring

Russia has not given any new details about or shown the bodies of the POWs who allegedly died in an air crash in January 2024, the head of Ukraine's Military Intelligence Directorate, Kyrylo Budanov, has said.","""No one has seen the bodies yet. This brings us back to the same issue: who was there [on board of the aircraft], how many of them were there, or was anyone at all on board and what really happened? When Russia says: everything is clear, Ukraine shot down [the aircraft], and then it does not let anyone in there [scene of the accident] and does not show either debris or bodies, which were supposed to demonstrate to the world that Ukraine is guilty, we cannot it happened,"" Budanov told the national telethon, as quoited by the Interfax-Ukraine news agency.

Budanov said that in the two months since the accident, Russia has not released any new details.

""There are neither bodies nor international experts, investigators there... Apparently, Russia is hiding the true circumstances,"" he said.

Source: Interfax-Ukraine news agency, Kyiv, in Russian 1103 GMT 31 Mar 24"
BBCUKB0020240328ek3s001b9,Ukraine court jails woman for 8 years for spying for Russia,"By BBC Monitoring

A resident of Ukraine's Kharkiv Region has been sentenced to eight years of imprisonment for sharing with Russia information about the movements and locations of the Ukrainian military in the region.","""In July 2023, a resident of the village of Vilshany, Kharkiv District, started communicating with a Russian citizen through the Odnoklassniki social network, which is banned in Ukraine, and received a task to pass information about the defence forces in the region,"" the regional prosecutor's office said on Telegram.

The woman was arrested in October 2023.

Source: Telegram messaging service in Ukrainian 1329 GMT 28 Mar 24"
BBCUKB0020240307ek37001e1,Ukraine court jails former Luhansk rebel fighter for 15 years,"By BBC Monitoring

A court in Lviv has found a resident of Luhansk Region guilty of treason, participation in a terrorist organisation and involvement in activities of illegal armed formations, and sentenced him to 15 years in prison, the Interfax-Ukraine news agency reported.","According to prosecutors, the man volunteered to join the ""people's militia"" in 2022. Later he was transferred to a military unit and fought against the Ukrainian army in Donetsk and Luhansk regions.

The Ukrainian military detained the militant in Donetsk Region.

Source: Interfax-Ukraine news agency, Kyiv, in Russian 1621 gmt 7 Mar 24"
BBCUKB0020240323ek3n000b5,Belarus president offers condolences to Putin over Moscow attack,"By BBC Monitoring

Belarusian President Alyaksandr Lukashenka (Alexander Lukashenko) has called his Russian counterpart Vladimir Putin to express his condolences in connection with the 22 March attack on the Crocus City Hall music centre near Moscow, the Pul Pervogo Telegram channel reported on 23 March.","""The presidents confirmed their readiness for further active interaction between the two countries and maintaining contacts between the relevant services in order to effectively respond to the threats of terrorism and extremism,"" the report said.

Source: Telegram messaging service in Russian 0957 GMT 23 Mar 24"
BBCUKB0020240313ek3d001md,"Top Ukraine aide, Chinese envoy discuss path to peace","By BBC Monitoring

The head of the Ukrainian presidential administration, Andriy Yermak, and Chinese ambassador to Ukraine Fan Xianrong have discussed the results of a recent visit by China's special envoy on Eurasian affairs Li Hui to Ukraine, the Interfax-Ukraine news agency reported on 13 March.","It quoted the presidential press service as saying that the two officials also discussed further cooperation, namely on President Volodymyr Zelensky's peace formula.

Yermak also informed his interlocutor about preparations for the inaugural peace summit that is planned to be held in Switzerland at the level of heads of state.

Yermak thanked China for its interest in achieving a just peace for Ukraine, the report notes.

Source: Interfax-Ukraine news agency, Kyiv, in Russian 1743 gmt 13 Mar 24"
BBCUKB0020240312ek3c000ul,Ukraine says 47 citizens evacuated from Gaza,"By BBC Monitoring

Another 47 Ukrainians have been evacuated from the Gaza Strip, the Defence Ministry's Main Intelligence directorate (HUR) reported on Telegram on 12 March.","HUR said the evacuation mission had been implemented by its representatives in cooperation with Ukrainian diplomats in Israel and Egypt.

The group of evacuees was taken from the Gaza Strip to Egypt and then it flew over to Moldova from where people came to Ukraine's Odesa by road.

Ukraine has evacuated a total of 363 of its citizens from the Gaza Strip after the escalation in the region in October 2023, HUR recalled.

Source: Telegram messaging service in Ukrainian 1617 gmt 12 Mar 24"
BBCUKB0020240311ek3b001jl,Ukraine summons Vatican envoy over Pope's 'white flag' remark,"By BBC Monitoring

Ukraine on 11 March summoned the Vatican's top diplomat in Kyiv after Pope Francis said the war-torn nation should have the ""courage of the white flag"" and negotiate with Russia, the Interfax-Ukraine news agency has reported.","""Visvaldas Kulbokas was informed that Ukraine was disappointed with the Pope's words regarding the 'white flag' and the need to 'show courage and negotiate' with the aggressor,"" the Foreign Ministry said, adding that the Pope should instead have called on the international community to ""immediately unite to ensure that good defeats evil"".

See Briefing: Outcry as Pope says Ukraine should have 'courage of white flag'

Source: Interfax-Ukraine news agency, Kyiv, in Russian 1800 gmt 11 Mar 24"
BBCUKB0020240320ek3k0015p,"Ukraine, India leaders discuss peace proposals, trade","Text of report by Ukrainian president's official website on 20 March in English

President of Ukraine Volodymyr Zelensky had a phone call with Prime Minister of India Narendra Modi.","The Head of State thanked the interlocutor for supporting the sovereignty and territorial integrity of Ukraine, as well as for the humanitarian assistance provided by India to our country.

The President noted the continuous dialogue between the two countries at various levels, in particular, on the support of the Ukrainian Peace Formula.

Volodymyr Zelensky thanked for the active participation of Indian representatives in meetings at the level of national security and foreign policy advisers and emphasised the importance of India's participation in the inaugural peace summit, which is being prepared in Switzerland.

The President of Ukraine and the Prime Minister of India discussed the development of bilateral relations, one of the elements of which should be a meeting of the teams and a session of the Intergovernmental Ukraine-India Cooperation Commission in New Delhi in the near future.

Volodymyr Zelensky emphasised Ukraine's interest in strengthening trade and economic relations with India. According to him, the most promising areas are agricultural exports, in particular sunflower oil, cooperation in the aviation industry, and trade in pharmaceuticals and industrial products.

Ukraine will also welcome the return of Indian students to Ukrainian educational institutions, the Head of State noted.

Source: Ukrainian president's website, Kyiv, in English 1409 GMT 20 Mar 24"
BBCUKB0020240317ek3h0008d,"Ukraine says one civilian killed, seven wounded by Russian strikes","By BBC Monitoring

One person was killed and at least seven were wounded by Russian strikes on Ukraine's Donetsk Kherson and Dnipropetrovsk regions on 16 March, local officials reported the following morning.","One person was killed in the Ocheretyne community and another one wounded in Novoselivka Persha, Donetsk Region, governor Vadym Filashkin reported on Telegram.

Filashkin also said that 872 people, including 101 children, were evacuated from the region.

Four residents of Kherson Region were wounded by Russian strikes on thirteen population centres and on the city of Kherson, governor Oleksandr Prokudin said in Telegram.

Two people were wounded in Nikopol District, Dnipropetrovsk Region, governor Serhiy Lysak said on Telegram.

Governors of Kharkiv and Zaporizhzhya regions did not report casualties among civilians on 16 March.

Source: Telegram messaging service in Ukrainian 1200 gmt 17 Mar 24"
BBCUKB0020240314ek3e000b5,Ukraine says Russian naval vessels deployed in Mediterranean,"By BBC Monitoring

Ukraine's navy on 14 March said that there are three Russian naval vessels deployed in the Mediterranean Sea capable of launching a combined salvo of 12 missiles, the Interfax-Ukraine news agency reported.","It noted that there are currently no Russian military vessels in the Black or Azov Seas, bodies of water where Moscow has traditionally maintained a significant naval presence.

The report comes as the United States is upping its capabilities in the Mediterranean Sea to address the ongoing conflict in the Middle East.

Source: Interfax-Ukraine news agency, Kyiv, in Russian 0541 gmt 14 Mar 24"
BBCUKB0020240314ek3e00105,Ukraine says Patriot air defence systems guarding frontlines,"By BBC Monitoring

Ukraine's anti-aircraft systems including the US-provided Patriot system are operating near the front-line, air force chief Mykola Oleshchuk said on Telegram on 14 March.","""The enemy continues to attack Ukraine in various directions with guided bombs and aerial missiles. The air force uses all available means and means to counter the enemy's tactical aviation, keep it at a distance, restrain the actions of the enemy's troops as much as possible and, if possible, destroy the enemy! I assure you, that anti-aircraft missile units, in particular Patriot, continue to perform tasks in certain areas of the front-line territories.""

He added Ukrainian pilots also fly combat sorties daily and are paying a ""high price"" to degrade Russian forces from the air.

Source: Telegram messaging service in Ukrainian 1009 gmt 14 Mar 24"
BBCUKB0020240326ek3q0015p,Ukraine imports record amount of electricity on 26 March,"By BBC Monitoring

Ukraine plans to import a record amount of electricity since the beginning of the year on 26 March, the Ukrenerho state energy company has said on Telegram.","It said Ukraine would import 18,649 MWh from Romania, Slovakia, Poland, Hungary, and Moldova with a maximum capacity of up to 1,537 MW in some hours. No export is planned.

However, the energy system is operating steadily and no shortage is forecast, the company said.

As many as 405 population centres were without electricity due to fighting on the morning of 26 March, and 69 in Odesa Region due to weather conditions.

Source: Telegram messaging service in Ukrainian 1009 gmt 26 Mar 24"
BBCUKB0020240324ek3o000jh,Ukraine: Kharkiv mayor says all power stations ruined,"By BBC Monitoring

Co-generation heat and power plants and all major transformer substations in Kharkiv were destroyed in the latest Russian missile strikes, city mayor Ihor Terekhov has told the national pooled telethon, as quoted by the Ukrayinska Pravda website.","Energy utilities are not able to ensure reliable power supply in the city while repair workers cannot give a date for when it will be fully restored, Terekhov said.

Power supply was resumed at some 40% of households while heating is supplied to about 60% of residential buildings in the city, Terekhov also said, adding that stabilisation outages are now applied in Kharkiv during which power is supplied at scheduled slots.

See also: Briefing: Massive Russian air strike targets Ukraine energy facilities.

Source: Ukrayinska Pravda website, Kyiv, in Ukrainian 1608 GMT 24 Mar 24"
BBCUKB0020240318ek3i001e1,Three killed by blast in south Ukraine while dismantling drone,"By BBC Monitoring

Three men were killed when a combat drone they were trying to disassemble exploded in Ukraine's Kherson Region on 18 March, governor Oleksandr Prokudin has reported on Telegram.","Residents of the village of Lvove, Beryslav District, found it in a private yard.

The explosive inside went off, wounding the men. They died on the way to hospital, Prokudin said.

Source: Telegram messaging service in Ukrainian 2037 GMT 18 Mar 24"
BBCUKB0020240316ek3g000gp,"Anti-Kremlin Russian unit shows 'POWs' from Belgorod, Kursk","By BBC Monitoring

The anti-Kremlin Russian Volunteer Corps (RDK) has said that they captured 25 Russian servicemen during raids in Belgorod and Kursk regions.","In a video posted by the RDK on Telegram on 16 March, a man identified as a Russian officer said that he was captured while his unit was planting mines, adding that all of the unit's members were killed except him.

The video also showed some 25 uniformed men held in minivans, with their faces blurred.

Addressing the governor of Russia's Belgorod Region, Vyacheslav Gladkov, the RDK suggested holding a meeting for the handover of the POWs.

Fighters of the Freedom of Russia Legion (FRL), the Russian Volunteer Corps (RDK), and the Siberian Battalion, reportedly entered Russia's Belgorod and Kursk regions on 12 March.

Source: Telegram messaging service in Russian 0709 gmt 16 Mar 24"
BBCUKB0020240314ek3e0015p,"Ukraine says Russian strike in Sumy disrupts TV, mobile comms","By BBC Monitoring

Russian air strikes in Sumy Region in Ukraine on 14 March have disrupted television, radio, and mobile services, local authorities reported on Telegram.","""The enemy is waging an information war, destroying Ukrainian broadcasting. We will not allow him to win. Do not succumb to panic and informational provocation. Switch to alternative means of communication, trust only verified sources of information,"" the message said.

Source: Telegram messaging service in Ukrainian 0835 gmt 14 Mar 24"
BBCUKB0020240311ek3b000xd,Fifteen Russian servicemen jailed in absentia in Ukraine,"By BBC Monitoring

A Ukrainian court has found 15 Russian servicemen guilty of breaching laws and customs of war during the occupation of the village of Yahidne outside Chernihiv in March 2022 and sentenced each in absentia to 12 years in prison, the Prosecutor-General's Office has reported on Telegram.","According to the investigation, the Russian servicemen forcibly kept 368 civilians, including 69 minors, in the basement of a school building, using them as a ""live shield"" against possible Ukrainian attacks.

Ten of these civilians died due to difficult conditions and absence of medical aid.

Source: Telegram messaging service in Ukrainian 1230 gmt 11 Mar 24"
BBCUKB0020240324ek3o000gp,Ukraine says protesters block three crossings on Polish border,"By BBC Monitoring

Polish protesters are blocking lorry traffic at three border crossings, the Ukrayinska Pravda quoted Ukrainian State Border Service spokesman Andriy&#160;Demchenko as saying.","Movement of lorries at the exits from Ukraine is fully blocked at the Yahodyn-Dorohusk and Rava-Ruska-Hrebene crossings. Some 500 lorries are queued there, while traffic at the Uhryniv-Dolhobyczow crossing is partially restricted.&#160;

According to Demchenko, only some 60 lorries managed to enter Ukraine at the Uhryniv-Dolhobyczow crossing, whose daily throughput is normally 1,200-1,400 lorries.

Source: Ukrayinska Pravda website, Kyiv, in Ukrainian 0956 GMT 24 Mar 24"
